	Fluct DMSO_T0_0959	Fluct DMSO_T0_0960	Fluct DMSO_T0_0958	Fluct DMSO_T2_0962	Fluct DMSO_T2_0961	Fluct DMSO_T2_0963	Fluct DMSO_T8_0964	Fluct DMSO_T8_0966	Fluct DMSO_T8_0965	Fluct DMSO_T24_0968	Fluct DMSO_T24_0967	Fluct DMSO_T24_0969	Fluct DMSO_T72_0970	Fluct DMSO_T72_0972	Fluct DMSO_T72_0971	Fluct DMSO_T168_0973	Fluct DMSO_T168_0975	Fluct DMSO_T168_0974	Fluct DMSO_T240_0976	Fluct DMSO_T240_0977	Fluct DMSO_T240_0978	Fluct DMSO_T336_0979	Fluct DMSO_T336_0981	Fluct DMSO_T336_0980	DOX_Therapeutic_T2_274	DOX_Therapeutic_T2_275	DOX_Therapeutic_T2_276	DOX_Therapeutic_T8_278	DOX_Therapeutic_T8_279	DOX_Therapeutic_T8_277	DOX_Therapeutic_T8_278	DOX_Therapeutic_T8_279	DOX_Therapeutic_T8_277	DOX_Therapeutic_T24_282	DOX_Therapeutic_T24_280	DOX_Therapeutic_T24_281	DOX_Therapeutic_T72_284	DOX_Therapeutic_T72_283	DOX_Therapeutic_T72_285	DOX_Therapeutic_T168_286	DOX_Therapeutic_T168_288	DOX_Therapeutic_T168_287	DOX_Therapeutic_T240_290	DOX_Therapeutic_T240_291	DOX_Therapeutic_T240_289	DOX_Therapeutic_T336_292	DOX_Therapeutic_T336_294	DOX_Therapeutic_T336_293	DOX_Toxic_T2_295	DOX_Toxic_T2_296	DOX_Toxic_T2_297	DOX_Toxic_T8_299	DOX_Toxic_T8_298	DOX_Toxic_T8_300	DOX_Toxic_T24_302	DOX_Toxic_T24_301	DOX_Toxic_T24_303	DOX_Toxic_T72_306	DOX_Toxic_T72_305	DOX_Toxic_T72_304	DOX_Toxic_T168_307	DOX_Toxic_T168_308	DOX_Toxic_T168_309	DOX_Toxic_T240_311	DOX_Toxic_T240_312	DOX_Toxic_T240_310	DOX_Toxic_T336_313	DOX_Toxic_T336_315	DOX_Toxic_T336_314	EPI_Therapeutic_T2_317	EPI_Therapeutic_T2_316	EPI_Therapeutic_T2_318	EPI_Therapeutic_T8_321	EPI_Therapeutic_T8_320	EPI_Therapeutic_T8_319	EPI_Therapeutic_T24_323	EPI_Therapeutic_T24_324	EPI_Therapeutic_T24_322	EPI_Therapeutic_T72_325	EPI_Therapeutic_T72_326	EPI_Therapeutic_T72_327	EPI_Therapeutic_T168_329	EPI_Therapeutic_T168_328	EPI_Therapeutic_T168_330	EPI_Therapeutic_T240_332	EPI_Therapeutic_T240_333	EPI_Therapeutic_T240_331	EPI_Therapeutic_T336_334	EPI_Therapeutic_T336_336	EPI_Therapeutic_T336_335	EPI_Toxic_T2_338	EPI_Toxic_T2_339	EPI_Toxic_T2_337	EPI_Toxic_T8_340	EPI_Toxic_T8_341	EPI_Toxic_T8_342	EPI_Toxic_T24_344	EPI_Toxic_T24_345	EPI_Toxic_T24_343	EPI_Toxic_T72_347	EPI_Toxic_T72_348	EPI_Toxic_T72_346	EPI_Toxic_T168_349	EPI_Toxic_T168_351	EPI_Toxic_T168_350	EPI_Toxic_T240_354	EPI_Toxic_T240_353	EPI_Toxic_T240_352	EPI_Toxic_T336_355	EPI_Toxic_T336_357	EPI_Toxic_T336_356	IDA_Therapeutic_T2_211	IDA_Therapeutic_T2_213	IDA_Therapeutic_T2_212	IDA_Therapeutic_T8_214	IDA_Therapeutic_T8_215	IDA_Therapeutic_T8_216	IDA_Therapeutic_T24_217	IDA_Therapeutic_T24_218	IDA_Therapeutic_T24_219	IDA_Therapeutic_T72_222	IDA_Therapeutic_T72_221	IDA_Therapeutic_T72_220	IDA_Therapeutic_T168_223	IDA_Therapeutic_T168_224	IDA_Therapeutic_T168_225	IDA_Therapeutic_T240_228	IDA_Therapeutic_T240_227	IDA_Therapeutic_T240_226	IDA_Therapeutic_T336_230	IDA_Therapeutic_T336_229	IDA_Therapeutic_T336_231	IDA_Toxic_T2_232	IDA_Toxic_T2_233	IDA_Toxic_T8_237	IDA_Toxic_T8_236	IDA_Toxic_T8_235	IDA_Toxic_T24_238	IDA_Toxic_T24_240	IDA_Toxic_T72_242	IDA_Toxic_T72_243	IDA_Toxic_T72_241	IDA_Toxic_T168_245	IDA_Toxic_T168_246	IDA_Toxic_T168_244	DAU_Therapeutic_T0_618	DAU_Therapeutic_T0_617	DAU_Therapeutic_T0_616	DAU_Therapeutic_T240_634	DAU_Therapeutic_T240_636	DAU_Therapeutic_T240_635	DAU_Therapeutic_T168_633	DAU_Therapeutic_T168_631	DAU_Therapeutic_T168_632	DAU_Therapeutic_T72_630	DAU_Therapeutic_T72_629	DAU_Therapeutic_T72_628	DAU_Therapeutic_T24_625	DAU_Therapeutic_T24_627	DAU_Therapeutic_T24_626	DAU_Therapeutic_T8_623	DAU_Therapeutic_T8_624	DAU_Therapeutic_T8_622	DAU_Therapeutic_T2_619	DAU_Therapeutic_T2_621	DAU_Therapeutic_T2_620	DAU_Therapeutic_T336_639	DAU_Therapeutic_T336_638	DAU_Therapeutic_T336_637	DAU_Toxic_T240_657	DAU_Toxic_T240_655	DAU_Toxic_T240_656	DAU_Toxic_T168_652	DAU_Toxic_T168_654	DAU_Toxic_T168_653	DAU_Toxic_T72_649	DAU_Toxic_T72_651	DAU_Toxic_T72_650	DAU_Toxic_T24_646	DAU_Toxic_T24_647	DAU_Toxic_T24_648	DAU_Toxic_T8_643	DAU_Toxic_T8_645	DAU_Toxic_T8_644	DAU_Toxic_T2_642	DAU_Toxic_T2_641	DAU_Toxic_T2_640
sp|Q08170|SRSF4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.214961	8.800545	9.0419655	8.373296	8.351171	8.170251	NaN	NaN	NaN	7.954473	8.402493	8.304565	NaN	NaN	NaN	9.509066	9.321138	9.383594	NaN	NaN	NaN	8.99434	8.848406	8.958165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.344314	9.314627	9.292755	10.273129	9.73671	9.903975	NaN	NaN	NaN	NaN	NaN	NaN	8.872776	10.170329	10.234684	9.591548	8.665027	8.726906	10.333661	9.907963	9.933149	9.98427	10.039392	9.759355	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.042159	8.975641	8.776182	9.132943	8.647003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.698575	11.481149	11.159648
sp|Q08170|SRSF4_HUMAN : sp|Q13247|SRSF6_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.998702	11.0420475	11.278397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q08209|PP2BA_HUMAN	7.9521155	7.4209	8.987421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q08211|DHX9_HUMAN	11.217037	11.937246	11.392451	11.971898	12.22142	12.385071	11.602555	12.528559	11.737873	12.518339	12.386957	12.469096	12.496374	12.7588825	12.857493	11.811065	11.8398905	11.662402	11.937437	11.333445	11.766485	12.243611	12.548181	12.098727	11.981505	12.012519	12.036638	12.095246	11.95802	12.210167	NaN	NaN	NaN	12.001237	12.020024	12.18928	12.170307	12.257436	11.997326	11.764132	12.06549	12.079815	12.032791	12.157822	12.0479355	12.133559	12.147995	12.146249	12.061776	12.210293	12.374247	12.310785	12.078364	12.113419	12.411727	12.352278	12.530252	12.512858	12.474194	12.601528	12.436222	12.431631	12.517149	12.531257	12.642394	12.58906	12.225766	12.14496	12.219897	11.719571	12.000251	11.518451	11.66193	11.942813	12.015829	11.531388	11.650847	11.547491	11.092237	11.612364	11.638725	11.250189	11.776886	11.509028	11.632911	11.998204	11.934781	11.756044	11.412699	11.529504	12.000293	11.720981	11.841191	11.720211	12.03699	11.955795	10.947372	10.970435	10.887108	12.199945	12.19931	11.829103	12.330497	12.265292	12.602516	12.469244	12.235698	11.74045	13.103205	12.230061	12.675142	11.944915	11.818465	11.839794	11.604672	11.20224	11.340534	11.253328	11.257798	11.115503	11.781121	11.951217	11.674357	10.631664	10.451866	10.159122	11.056618	11.019803	10.778931	11.077414	11.345423	11.20829	11.862114	12.137434	11.854509	11.903582	11.651962	12.3620825	12.447855	11.789967	11.808172	11.483919	11.215578	10.98238	11.610955	10.046451	10.505029	10.468292	11.984356	11.665226	11.599311	11.331424	11.320114	11.785211	NaN	NaN	NaN	11.445355	11.545366	11.332252	11.626896	11.929544	11.712626	11.49683	11.872789	11.588318	11.57636	11.518323	11.761599	NaN	NaN	NaN	11.540708	12.198371	11.889824	11.910592	11.864326	11.710705	11.226033	11.296801	11.039914	10.815294	10.37519	11.02648	11.856562	12.066118	12.0695915
sp|Q08257|QOR_HUMAN	10.572049	10.872613	10.867632	10.077269	9.916678	10.405963	10.886139	10.3575735	10.511735	10.051602	10.575736	10.388709	10.802833	10.654815	10.941986	10.695805	10.70641	11.03122	10.67221	10.882013	10.704837	10.865342	10.807915	10.590787	NaN	NaN	NaN	10.855025	11.001998	11.116028	NaN	NaN	NaN	9.737422	10.119393	9.992397	10.977721	10.937466	11.478344	11.219451	11.286947	11.227937	11.028824	11.075165	11.106996	11.287393	11.384866	11.341491	9.596624	9.686167	9.536863	10.736833	10.757243	11.206682	10.959933	11.00326	10.757075	11.375091	11.1741905	11.0504055	10.870567	10.628216	10.5417385	9.995126	10.127597	10.214729	11.152416	11.565293	11.236548	9.662516	9.614345	8.79735	11.396972	11.282953	11.951579	11.873272	11.984299	12.167475	10.649136	10.630667	10.521391	12.320867	12.17073	12.26008	11.249453	10.905285	11.027554	12.676982	12.449169	12.706182	9.320871	9.692237	9.700747	NaN	NaN	NaN	10.350098	10.28485	10.437974	12.774572	12.381689	12.341959	10.973136	11.520758	11.557083	10.933623	11.031147	10.770985	10.675864	10.967859	10.427361	NaN	NaN	NaN	NaN	NaN	NaN	11.562132	11.601565	11.693498	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.08875	11.463701	NaN	NaN	NaN	NaN	NaN	10.442489	10.444477	10.587156	NaN	NaN	NaN	NaN	NaN	NaN	8.492925	8.242549	10.409151	11.638682	11.090078	11.992939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.700796	10.363341	10.588542	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q08378|GOGA3_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	6.946095	4.0603504	7.4216356	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q08379|GOGA2_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.5488615	6.628905	6.692259	NaN	NaN	NaN	9.619348	9.731759	9.611993	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.643271	12.664975	12.42269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.661913	9.499486	9.632038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q08380|LG3BP_HUMAN	12.494343	12.086981	12.040076	12.007681	11.936613	11.971321	11.659737	11.605538	11.743072	11.983599	11.761966	11.800684	12.9386	13.060405	12.767514	12.323996	12.297751	12.33375	12.191118	12.136669	12.478252	12.458232	12.553207	12.487893	11.907029	12.210706	11.877857	11.5231285	11.752782	11.3901	NaN	NaN	NaN	12.227779	12.249858	12.086447	11.163536	11.308808	11.5366125	11.622306	11.599247	11.75522	11.687574	11.512486	12.012209	11.886824	12.122648	11.951047	11.049039	10.902983	10.649016	12.059229	11.914885	12.190312	11.187302	11.454903	11.080615	10.826399	10.791652	10.86804	9.177438	9.9798155	10.097549	11.482749	11.700704	11.865597	9.90082	9.73856	9.750454	11.184449	11.088958	11.052869	11.425234	11.705478	11.593144	11.28956	11.068003	10.90114	11.479712	11.419356	11.673303	11.300555	11.170651	11.050195	11.52136	11.494099	11.695975	12.1340685	11.649453	11.599314	11.520202	11.567942	11.499746	11.284537	11.490189	11.510423	11.32298	11.434142	11.340183	11.030723	11.430344	11.464733	10.883142	11.307621	11.390376	NaN	NaN	NaN	9.547716	10.302613	11.089424	13.576347	13.572782	13.45048	13.287667	13.065441	13.007767	13.571817	13.680482	13.6854105	13.582633	13.565517	13.845925	14.214194	14.222258	14.456018	14.552687	14.223049	14.213697	14.51089	14.60599	13.78627	13.432948	13.287539	13.242874	13.274081	13.387772	13.389627	13.383615	13.697439	13.554849	13.916006	14.125069	14.120972	14.155988	11.846812	11.9514885	11.883549	11.619187	11.454107	11.574953	11.695669	11.440079	11.255732	NaN	NaN	NaN	12.038307	11.760205	11.425282	11.498631	11.340766	11.365707	NaN	NaN	NaN	11.883382	11.935295	11.976979	NaN	NaN	NaN	11.456538	11.216769	10.889586	NaN	NaN	NaN	10.438929	10.873675	10.737334	11.600211	11.4781885	11.0633335	NaN	NaN	NaN
sp|Q08431|MFGM_HUMAN	11.286498	10.70078	11.41641	11.202744	11.597148	11.560275	11.219694	10.89104	11.015727	11.946259	12.0524435	11.202678	11.921568	11.618795	11.967282	12.753603	12.747332	12.74386	12.45468	12.266434	12.059925	12.917321	12.586911	12.589618	11.593372	11.551649	11.467791	12.070335	12.196297	12.244034	12.070335	12.196297	12.244034	11.793229	11.693048	11.902409	11.835842	11.7449045	12.824785	13.70862	13.681695	13.408186	14.234832	14.024693	13.740407	13.87933	13.985744	14.026603	11.776639	11.914451	11.909896	12.51368	12.671618	12.585798	12.601624	12.552627	12.70241	13.350812	13.492639	13.587091	14.181443	14.188064	14.129005	14.395885	14.355053	14.255522	14.584425	14.59729	14.618048	NaN	NaN	NaN	NaN	NaN	NaN	10.3534155	10.543976	10.650209	12.55252	12.617719	12.682818	13.341151	13.270736	13.394187	13.140355	13.41859	13.545568	12.043488	12.460877	12.242754	NaN	NaN	NaN	9.837482	10.587542	10.189133	10.946084	10.974253	11.781058	13.531914	13.352084	13.392855	12.50019	12.614292	12.84667	13.413811	14.237421	13.74102	13.662059	13.55802	13.595986	10.696789	10.640854	10.795042	NaN	NaN	NaN	10.891553	10.391027	10.571283	12.051346	12.34394	12.131761	12.977461	12.957793	12.9178	11.909957	11.728007	11.433475	11.280712	12.209869	11.064493	10.377547	10.851103	11.849267	12.072125	11.837421	11.866629	12.118487	12.104395	12.273292	11.523804	NaN	NaN	NaN	12.908729	13.238969	13.082358	14.242922	14.214541	14.220363	13.779584	14.007807	13.279736	13.167835	13.059096	13.460049	12.835314	12.880466	12.7602625	12.085537	12.152725	12.444574	12.425486	11.750442	11.823978	13.435737	13.575541	13.996489	11.6783905	11.217913	10.975127	14.683908	14.952041	14.639046	12.767069	12.996347	12.514115	12.527513	12.617426	12.223166	NaN	NaN	NaN	12.085489	12.240711	12.272321
sp|Q08554|DSC1_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.3960567	7.113351	12.973724	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q08722|CD47_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	10.375367	11.397052	10.650999	10.971988	10.856337	10.946688	10.781971	10.573126	10.655431	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q08J23|NSUN2_HUMAN	10.014315	10.032203	9.402992	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.316033	9.51449	9.301455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q09028|RBBP4_HUMAN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.0975485	9.80655	10.2091055	NaN	NaN	NaN	NaN	NaN	NaN	9.885515	9.756325	9.637033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
